time,latitude,longitude,depth,mag,rms,magNst,Distance_to_Nearest_Fault,TimeToNext,year,month,day,hour,depth_augmented,mag_augmented,Distance_to_Nearest_Fault_augmented,TimeToNext_augmented
1982-01-01 19:30:24.150000+00:00,37.211,42.559,0.1153846153846153,0.1818181818181816,1.4,8.0,0.3538588569679533,0.1280802152000651,1982,1,1,19,0.10631459612388783,0.18760598875973722,0.3449468149894097,0.12845777255669003
1982-01-20 08:25:41.720000+00:00,40.232,47.814,0.4692307692307692,0.2727272727272725,0.7,24.0,0.2069313194496876,0.0827181860830088,1982,1,20,8,0.45827723286577443,0.27834784552542063,0.201598345226704,0.08484050559343602
1982-03-08 09:42:13.960000+00:00,42.004,48.548,0.4692307692307692,0.2727272727272725,1.2,9.0,0.4909390638963988,0.2099507916422119,1982,3,8,9,0.4709982957400965,0.2696870100500691,0.49136037920313175,0.20790512166078207
1982-03-23 09:56:09.850000+00:00,39.003,42.066,0.1153846153846153,0.0909090909090899,1.3,6.0,0.104631728620233,0.0669730509781099,1982,3,23,9,0.12397988563219325,0.09243972616215296,0.10837153221041705,0.0626807041518677
1982-03-23 15:10:35.410000+00:00,38.877,41.5,0.1153846153846153,0.0,1.5,2.0,0.0003376561966536,0.0009742821904864,1982,3,23,15,0.1148192608112335,-0.0018935132253041689,0.0009491369640996592,0.004546895180516366
1982-03-27 19:57:23.160000+00:00,39.167,41.899,0.4692307692307692,0.8181818181818183,1.1,58.0,0.0021497657701165,0.0187366359331737,1982,3,27,19,0.4675808243362909,0.817289933678844,0.0009373466300991557,0.01796140306361475
1982-04-24 18:04:05.110000+00:00,38.36,39.577,0.1153846153846153,0.0,1.1,11.0,0.0444212274955444,0.1245847065329459,1982,4,24,18,0.12017421171427974,0.004449860072101343,0.045870108276994,0.1228893984389777
1982-04-29 16:27:16.830000+00:00,41.024,48.092,0.4692307692307692,0.0,1.2,15.0,0.0048913664672151,0.0220100014274036,1982,4,29,16,0.4636577718206603,-0.0004662568552828304,-0.007031607840625602,0.020079107762638184
1982-05-03 04:10:03.520000+00:00,41.183,46.198,0.4692307692307692,0.6363636363636367,1.0,56.0,0.0115997293285206,0.0155636089717367,1982,5,3,4,0.47034108113049106,0.6374881622226242,0.00925077385899475,0.020143469035596842
1982-05-19 13:32:54.910000+00:00,39.867,42.242,0.4692307692307692,0.0909090909090899,1.0,14.0,0.0093671309933032,0.0731359452861925,1982,5,19,13,0.47027654101565597,0.09662711686773758,0.007488732589824429,0.07265597293515245
1982-05-25 08:06:08.320000+00:00,41.393,44.001,0.4692307692307692,0.1818181818181816,1.0,14.0,0.0049931401710036,0.0257594015812403,1982,5,25,8,0.46137860849494067,0.18689637845955154,0.002024219945420588,0.024170257637341545
1982-05-29 14:21:57.570000+00:00,39.413,43.67,0.1153846153846153,0.2727272727272725,1.1,33.0,0.1227124512153576,0.0190124893041037,1982,5,29,14,0.11855376864435875,0.2704609156830654,0.12017183880793728,0.019958369316529757
1982-10-13 03:51:29.730000+00:00,39.141,41.95,0.4692307692307692,0.1818181818181816,1.2,16.0,0.015365207873433,0.6093393698110711,1982,10,13,3,0.4679655953609258,0.19034544008389595,0.016212776211150044,0.6074259250851137
1982-12-09 22:31:38.870000+00:00,38.338,40.599,0.1153846153846153,0.3636363636363633,1.3,33.0,0.1094835045747653,0.2578044648474454,1982,12,9,22,0.11225174250303796,0.3620517426419998,0.11062396996306909,0.2579526181480286
1982-12-11 16:25:58.280000+00:00,38.318,40.588,0.4692307692307692,0.0,1.1,7.0,0.1213867820109897,0.007790897086028,1982,12,11,16,0.45959992710118225,-0.00825158840109563,0.11878850835166145,0.00782123614557861
1982-12-17 06:51:33.810000+00:00,40.991,49.561,0.4692307692307692,0.1818181818181816,0.6,7.0,0.123216224704032,0.0249920897244821,1982,12,17,6,0.4709364149651053,0.1884626468383996,0.12343946981987718,0.02235780496109622
1982-12-22 09:49:05.080000+00:00,41.769,45.893,0.4692307692307692,0.0909090909090899,1.2,7.0,0.0190122710804629,0.022860029013567,1982,12,22,9,0.4667411640765876,0.09318298239679199,0.015054849349396701,0.024835450150687794
1983-01-01 23:06:18.530000+00:00,39.242,40.203,0.1153846153846153,0.0909090909090899,1.0,5.0,0.0993177820009533,0.047090205168825,1983,1,1,23,0.10857264268239522,0.10275605734675909,0.10225236669156067,0.043657388553470705
1983-01-21 03:24:00.700000+00:00,42.976,47.009,0.4692307692307692,0.0,1.2,3.0,0.6915903846839777,0.0855763709510749,1983,1,21,3,0.46879819331332145,-0.009752913477198961,0.6868884050014792,0.08334116009723967
1983-02-23 05:33:55.430000+00:00,40.56,50.034,0.4692307692307692,0.0909090909090899,1.4,5.0,0.0269472225051668,0.1476482886346071,1983,2,23,5,0.4734730568671274,0.08284372446882585,0.028870283684505626,0.14169359555541935
1983-03-26 10:51:47.320000+00:00,38.863,44.333,0.4692307692307692,0.0,1.1,4.0,0.0199321543014254,0.1393066954686058,1983,3,26,10,0.46555236330384475,0.006323875526998714,0.01526324638483981,0.1397767946613391
1983-04-02 00:32:27.770000+00:00,39.042,48.714,0.4692307692307692,0.0909090909090899,1.3,7.0,0.083963169645642,0.0293148987379484,1983,4,2,0,0.47159416190804765,0.08531982049006474,0.08538193055678366,0.027083133305362748
1983-04-06 07:35:46.570000+00:00,39.882,40.411,0.1153846153846153,0.4545454545454541,1.0,51.0,0.0586640480629503,0.0191596498345041,1983,4,6,7,0.12154910800210866,0.4534814275658389,0.06009946546918504,0.01605609708553456
1983-04-12 17:13:46.880000+00:00,40.577,50.068,0.4692307692307692,0.0909090909090899,1.6,4.0,0.0391459332702752,0.0285629631954578,1983,4,12,17,0.4639430328180396,0.10014049127255546,0.04343589316486752,0.02863941870359336
1983-06-03 16:34:43.320000+00:00,41.296,50.849,0.4692307692307692,0.2727272727272725,1.0,15.0,0.4992920338574366,0.2319025640716204,1983,6,3,16,0.4690629473275679,0.2801046937557368,0.5072673388869611,0.23470347718162435
1983-06-20 00:28:36.140000+00:00,39.915,42.095,0.1153846153846153,0.0909090909090899,1.2,6.0,0.0484176000679055,0.0728602432305066,1983,6,20,0,0.12014707324687329,0.09950428901995577,0.05234225797607242,0.07375465351853318
1983-10-03 11:15:05.190000+00:00,37.232,43.665,0.1153846153846153,0.0909090909090899,1.1,11.0,0.165425664437961,0.4705123787840692,1983,10,3,11,0.11576191457740641,0.09011786090890665,0.1608279500699633,0.47226501713072855
1983-10-30 04:12:27.130000+00:00,40.33,42.187,0.14,1.0,1.1,23.0,0.0381831308077889,0.1191642118083644,1983,10,30,4,0.14867464066334468,0.9920586263203922,0.03772737366063649,0.11992892839028436
1983-10-30 05:26:24.750000+00:00,40.711,42.313,0.1153846153846153,0.0,1.4,7.0,0.0413895237261573,0.000229173909184,1983,10,30,5,0.1164224752948979,-0.003393304790438173,0.03869767726441788,0.005377409954188575
1983-10-30 12:40:22.850000+00:00,40.337,42.171,0.2230769230769231,0.7272727272727266,1.0,45.0,0.0288963977592464,0.0013446967439134,1983,10,30,12,0.22883130860990167,0.7322135000703104,0.032377265832923004,0.004639468150706117
1983-11-01 18:03:25.590000+00:00,40.399,42.296,0.1153846153846153,0.1818181818181816,1.2,8.0,0.026454532872977,0.009924975505677,1983,11,1,18,0.11328244351834525,0.18116278361885693,0.02215934202555325,0.010049723956703014
1983-11-02 00:15:16.120000+00:00,40.231,42.166,0.1153846153846153,0.1818181818181816,1.4,13.0,0.0010845403837091,0.0011521922508164,1983,11,2,0,0.1178584850457696,0.17821565153516936,0.0015211148913798728,-0.0013834725061212527
1983-11-02 00:24:20.180000+00:00,40.271,42.05,0.1153846153846153,0.2727272727272725,1.1,23.0,0.0539067097857033,2.8097123464982503e-05,1983,11,2,0,0.11058486789213019,0.27977738255537066,0.046236259477455084,-0.0009704955944717399
1983-11-02 14:56:00.750000+00:00,40.152,41.836,0.1153846153846153,0.0,1.1,7.0,0.0402184884056632,0.0027009807237785,1983,11,2,14,0.11373266792163257,0.002850626562971162,0.042017884480778395,-4.37392299123358e-06
1983-11-09 03:51:00.990000+00:00,42.478,45.326,0.4692307692307692,0.0,1.1,12.0,0.0181751403459065,0.029173384899971,1983,11,9,3,0.46358786649784584,-0.0010833149715643049,0.02201827135425611,0.0298513721524811
1983-11-18 01:15:35.670000+00:00,39.781,39.463,0.3784615384615385,0.4545454545454541,1.1,56.0,0.0079615611393707,0.0396763381593573,1983,11,18,1,0.3852626155064111,0.45322507994280703,0.009487563543111428,0.04294639410475857
1983-12-17 00:14:24.860000+00:00,41.176,44.118,0.4692307692307692,0.0909090909090899,1.3,11.0,0.0886363446634902,0.1292082001104173,1983,12,17,0,0.4649085989277084,0.0895270687143883,0.08805830324853414,0.12817956364375033
1984-01-19 09:21:34.630000+00:00,41.38,43.73,0.4692307692307692,0.0,1.3,8.0,0.0411173648866491,0.1489411839215805,1984,1,19,9,0.459086762675162,0.0016392116057150781,0.03950684980817199,0.14726596193016
1984-01-30 05:58:25.790000+00:00,42.904,45.549,0.4692307692307692,0.1818181818181816,1.3,9.0,0.223260177219457,0.0484524405373386,1984,1,30,5,0.4669151963083706,0.17790857439400395,0.22090153974762125,0.04769987519735641
1984-02-12 04:54:48.470000+00:00,40.743,41.938,0.1153846153846153,0.2727272727272725,0.9,1.0,0.0370104346077804,0.0578087588952009,1984,2,12,4,0.11979874545223645,0.26842495680332484,0.04068304732295645,0.05935912863167239
1984-03-04 10:01:34.740000+00:00,43.058,45.49,0.4692307692307692,0.6363636363636367,1.2,4.0,0.3054776427576857,0.094652398734669,1984,3,4,10,0.4723556984289339,0.6329529248501611,0.3108956698975348,0.09442802255753983
1984-03-04 14:51:06.750000+00:00,42.997,45.565,0.4692307692307692,0.2727272727272725,1.3,19.0,0.2808848202580773,0.000897150148522,1984,3,4,14,0.46754983651962,0.2773137040563763,0.2770206777619982,0.002551527946959029
1984-03-04 19:24:46.160000+00:00,43.07,45.614,0.4692307692307692,0.7272727272727266,1.2,72.0,0.3317450772355289,0.0008479546189614,1984,3,4,19,0.4717727325032562,0.7229378833071589,0.3326794901494949,0.00251687852216092
1984-03-07 23:29:32.240000+00:00,38.981,43.212,0.1153846153846153,0.0909090909090899,1.3,8.0,0.0841892913300555,0.0141444160664266,1984,3,7,23,0.11328359847494561,0.09236337804959688,0.07935975857396597,0.012749369112477444
1984-03-11 23:58:22.790000+00:00,43.359,41.078,0.1153846153846153,0.2727272727272725,1.2,48.0,0.0180617005033957,0.0179373402685554,1984,3,11,23,0.12031364075367837,0.2738374771861734,0.020504700586102598,0.009249410884860514
1984-03-12 19:58:10.360000+00:00,42.983,45.429,0.4692307692307692,0.1818181818181816,1.0,14.0,0.2515779799733563,0.0037176848918025,1984,3,12,19,0.46458559813516687,0.18219100070547747,0.2522039596241914,0.006705802948887738
1984-03-25 02:44:58.120000+00:00,38.488,45.231,0.4692307692307692,0.0,1.3,5.0,0.0040305192629398,0.0548044065998557,1984,3,25,2,0.473545108006641,-0.0017556113284430278,0.006162259679122621,0.056197521156974996
1984-03-27 01:21:20.810000+00:00,42.981,45.653,0.4692307692307692,0.1818181818181816,1.2,13.0,0.284986957132468,0.0086648732790811,1984,3,27,1,0.4730102642175264,0.20013319325875,0.28514073584523153,0.006481177917429073
1984-04-26 22:36:01.950000+00:00,43.132,45.992,0.4692307692307692,0.0909090909090899,1.0,8.0,0.4384393881350741,0.13780951375686,1984,4,26,22,0.47331456807175,0.09761645460556011,0.4353653293897829,0.13791728889453686
1984-06-29 19:55:17.150000+00:00,38.388,45.167,0.4692307692307692,0.0909090909090899,1.1,21.0,0.0453055445654146,0.285069409211433,1984,6,29,19,0.46965981176906885,0.09439238948663932,0.0465876516279859,0.28505787641851443
1984-07-04 21:25:54.490000+00:00,42.781,41.139,0.4692307692307692,0.1818181818181816,1.0,15.0,0.1909276837864531,0.0225907637947533,1984,7,4,21,0.4618630124035189,0.18880028275664765,0.19204699716194742,0.02487419800706898
1984-08-24 11:31:41.680000+00:00,38.46,45.943,0.1153846153846153,0.3636363636363633,1.2,5.0,0.0889634895863622,0.2257203680323041,1984,8,24,11,0.11022056629595321,0.3686236407808789,0.09214584423415771,0.22963454747145595
1984-09-02 01:15:57.220000+00:00,42.506,48.853,0.4692307692307692,0.0909090909090899,0.9,3.0,0.8261509732711545,0.0382499910899593,1984,9,2,1,0.46513481272297785,0.09681173139213796,0.8275853354308866,0.03726443475887185
1984-09-18 13:26:01.880000+00:00,40.885,42.219,0.1153846153846153,0.9090909090909092,1.2,23.0,0.0018966309892205,0.0736540977435455,1984,9,18,13,0.12634210371829094,0.9024079279978894,0.002499383785378952,0.07009510885489748
1984-09-30 15:33:19.460000+00:00,37.87,48.966,0.4692307692307692,0.0,1.5,8.0,0.0467824669828987,0.0539383370156371,1984,9,30,15,0.46428947427130496,-0.004861683703354471,0.04513980394924956,0.051555505412947185
1984-10-17 14:16:06.310000+00:00,40.869,42.702,0.4692307692307692,0.1818181818181816,0.8,6.0,0.0019895007153567,0.0756145953714379,1984,10,17,14,0.4691535002986003,0.177898302034997,0.0008806752920599824,0.07286010338219374
1984-10-17 20:45:04.640000+00:00,40.848,42.442,0.4692307692307692,0.0,0.9,12.0,0.0223720142676177,0.0012052713661664,1984,10,17,20,0.4632957187402517,0.0007620123414432512,0.02436080068066641,0.004956814355837599
1984-10-18 09:46:24.610000+00:00,40.545,42.403,0.8876923076923078,0.8181818181818183,1.1,23.0,0.0498530262035429,0.0024210423576897,1984,10,18,9,0.8826269053508523,0.8250008106374026,0.04955754911436443,0.001603954279719974
1984-10-19 12:59:58.370000+00:00,40.589,42.222,0.1153846153846153,0.0909090909090899,1.2,7.0,0.050392566540428,0.0050617665624878,1984,10,19,12,0.11172683608285486,0.08687382979674203,0.05371297630348819,0.0047463539661695775
1984-10-21 18:04:26.920000+00:00,40.723,42.452,0.4553846153846154,0.1818181818181816,1.2,43.0,0.0140356784946618,0.0098674349145777,1984,10,21,18,0.45431065864403486,0.17667552633758707,0.011945439158810429,0.009180704204645737
1984-10-26 15:08:04.270000+00:00,40.401,41.57,0.9476923076923076,0.0909090909090899,0.9,22.0,0.0266844079664219,0.0217634365938237,1984,10,26,15,0.9506752698115245,0.08200890726541891,0.027429018212814932,0.02031269510411643
1984-12-03 07:38:10.340000+00:00,37.971,43.147,0.5092307692307693,1.0,1.1,2.0,0.1879651400600921,0.1681616438926138,1984,12,3,7,0.5036645304102225,0.997437764988986,0.19153251706208574,0.1710322064322143
1985-02-05 22:19:07.990000+00:00,39.73,49.096,0.4692307692307692,0.0,1.2,8.0,0.046757050507653,0.2882972499909681,1985,2,5,22,0.4624376033333362,-0.0028094023539968096,0.049929139733116974,0.2870261265841649
1985-02-16 21:33:29.100000+00:00,39.842,41.816,0.1153846153846153,0.3636363636363633,1.4,22.0,0.0063810964821103,0.0489404683502414,1985,2,16,21,0.11544298575694137,0.358565116882745,0.0058314536727171575,0.045853589451003145
1985-02-27 16:34:19.460000+00:00,37.956,43.073,0.6215384615384616,0.0909090909090899,1.2,14.0,0.1928491072952721,0.0481549330770271,1985,2,27,16,0.6148826586075723,0.09304252914575127,0.1962785420967855,0.04620948681312318
1985-04-03 01:44:26.830000+00:00,38.099,48.422,0.3661538461538461,0.1818181818181816,1.2,13.0,0.0236800281004492,0.153412347977938,1985,4,3,1,0.3598025618967255,0.17269930013421161,0.02137712407338095,0.14852664506327676
1985-04-18 16:34:41.130000+00:00,39.783,44.799,0.4692307692307692,0.0,1.3,3.0,0.0361872787639243,0.0696883803119379,1985,4,18,16,0.47021163007074435,0.009968528270574178,0.03546214261242404,0.07223463740516566
1985-05-09 18:50:22.980000+00:00,39.299,48.771,0.4692307692307692,0.0,1.1,2.0,0.1560919617019149,0.0941223088989222,1985,5,9,18,0.46744413493384324,0.009188912230850265,0.1525375754922986,0.094871165263718
1985-07-04 05:08:31.580000+00:00,42.132,45.86,0.4692307692307692,0.8181818181818183,1.3,23.0,0.0010934111759944,0.2473249525400511,1985,7,4,5,0.47228758870462695,0.8112186882068368,-0.0005482708973887915,0.2438476279815848
1985-08-12 02:54:42.650000+00:00,39.922,39.811,0.2753846153846153,0.3636363636363633,0.9,37.0,0.016091146439792,0.1736030536891213,1985,8,12,2,0.27737626509622176,0.36128143358779946,0.011306791492157027,0.17539503400563436
1985-09-02 02:13:34.260000+00:00,43.245,46.873,0.4692307692307692,0.1818181818181816,0.2,3.0,0.7943697384313281,0.093574359732887,1985,9,2,2,0.4745832559459066,0.18084837532084477,0.7957860979099499,0.09281386722404213
1985-09-20 06:29:40.290000+00:00,40.776,42.588,0.1153846153846153,0.0,1.1,6.0,0.0039335016054598,0.0811094137683664,1985,9,20,6,0.11626524705179567,-0.003119554316891443,0.004844817268623854,0.08684825841045937
1985-10-16 21:22:39.740000+00:00,40.65,50.761,0.4692307692307692,0.2727272727272725,1.0,34.0,0.1089690482451159,0.1187788232429742,1985,10,16,21,0.466192680944544,0.26513481183378473,0.11025392118171326,0.11831377935780517
1985-10-22 01:26:07.980000+00:00,42.64,46.48,0.4692307692307692,0.1818181818181816,1.4,9.0,0.3629202145835108,0.0230643805090588,1985,10,22,1,0.4701441918341877,0.186311852782333,0.362494501486136,0.02486094920141199
1985-11-02 09:34:14.190000+00:00,37.521,49.068,0.4692307692307692,0.0,1.3,4.0,0.0318400118942536,0.0505943542978913,1985,11,2,9,0.4690792402967853,0.0025501068385901803,0.03418055576279243,0.05314895964013349
1985-11-07 08:26:21.440000+00:00,40.31,42.307,0.4692307692307692,0.6363636363636367,1.2,23.0,0.0188512164650407,0.0220996301460876,1985,11,7,8,0.4695383177428538,0.6415433324880054,0.007498260593612768,0.028581454649834567
1986-01-01 06:09:06.720000+00:00,39.119,41.715,0.656923076923077,0.2727272727272725,1.0,23.0,0.0545843874686797,0.2449843009246357,1986,1,1,6,0.6499046265956686,0.26845102947701466,0.05954942177277278,0.2452948081241749
1986-01-06 00:09:10.900000+00:00,40.537,49.299,0.4692307692307692,0.3636363636363633,1.2,8.0,0.0605883793564698,0.0211946787413243,1986,1,6,0,0.4664405066384248,0.3654104925839605,0.05907713358934224,0.020086929692533808
1986-01-27 16:35:52.870000+00:00,38.885,48.62,1.0,0.7272727272727266,0.9,55.0,0.0154663925523787,0.0967592285323759,1986,1,27,16,1.0021003781863298,0.7245901909713025,0.012837071759706576,0.09627742449788006
1986-02-07 22:53:16.470000+00:00,40.983,49.526,0.4692307692307692,0.1818181818181816,1.1,9.0,0.1156629083271394,0.0502513071462909,1986,2,7,22,0.46467487287459414,0.16831174875519478,0.1248643778313209,0.04519933967829283
1986-04-11 04:10:31.250000+00:00,40.127,43.397,0.1153846153846153,0.4545454545454541,0.9,18.0,0.0118180647537935,0.2776265366706008,1986,4,11,4,0.11449628022962886,0.46508456758976435,0.007976794040999293,0.2779838069361545
1986-04-29 22:07:55.290000+00:00,38.056,49.036,0.4692307692307692,0.1818181818181816,1.2,19.0,0.0653640354195307,0.0836542991322576,1986,4,29,22,0.46348830467166086,0.18866680553264986,0.06225762470785735,0.08433845307765069
1986-05-13 08:44:02.140000+00:00,41.431,43.737,0.1153846153846153,1.0,1.1,23.0,0.0443656177154359,0.0599769653578425,1986,5,13,8,0.1149820909475483,0.9997203490480939,0.0441394268406095,0.05976195195875171
1986-06-02 15:16:17.970000+00:00,40.996,47.861,0.4692307692307692,0.0909090909090899,1.3,14.0,0.0644621293482402,0.0904553146139224,1986,6,2,15,0.4764857936644245,0.09070770818425244,0.06465633676686383,0.0887506316293192
1986-07-10 18:57:17.240000+00:00,38.376,45.114,0.4692307692307692,0.1818181818181816,1.5,15.0,0.0432653074148966,0.1702404571306034,1986,7,10,18,0.47297102830789245,0.17380238969788636,0.04013775684166532,0.17299187254030973
1986-07-12 17:00:53.130000+00:00,38.438,45.164,0.5107692307692309,0.2727272727272725,1.0,25.0,0.0294170468609036,0.008563300984792,1986,7,12,17,0.5074300948686153,0.2732411756324721,0.0323370929186756,0.011813051274863321
1986-07-17 00:12:01.420000+00:00,38.444,45.397,0.4692307692307692,0.0,1.4,4.0,0.0024475961048926,0.0191838959075394,1986,7,17,0,0.47779130749545706,-0.008776669708485365,-0.0026490600291831814,0.023725953576112506
1986-08-10 17:47:55.770000+00:00,38.537,43.436,0.6246153846153847,0.1818181818181816,1.0,35.0,0.0371204121995964,0.1103596482207503,1986,8,10,17,0.6227194530831198,0.1777124350012359,0.036902686133177154,0.11404523907874965
1986-08-24 01:55:22.460000+00:00,40.812,49.66,0.4692307692307692,0.0,1.2,4.0,0.0219925756253704,0.0595162977166864,1986,8,24,1,0.46165497295889785,0.00942759897607719,0.018605285465811888,0.05687926092534073
1986-09-03 09:28:18.200000+00:00,41.59,43.468,0.1153846153846153,0.1818181818181816,1.3,33.0,0.008393473392025,0.0460233702087585,1986,9,3,9,0.12086624467582632,0.17332028020113147,0.007137277530338003,0.04866026317170698
1986-11-01 03:18:10.180000+00:00,41.109,40.162,0.4692307692307692,0.1818181818181816,1.0,35.0,0.1372110885975567,0.2621106405456053,1986,11,1,3,0.4557794587513196,0.18979360396016257,0.13396038680250014,0.266979287736831
1986-11-05 01:15:39.840000+00:00,38.694,48.617,1.0,0.0,1.3,5.0,0.0763654896226165,0.0174683719792088,1986,11,5,1,0.9970668053498862,0.0013851850700299384,0.07547559686146686,0.017412327844233657
1987-02-22 06:51:41.820000+00:00,38.418,40.551,0.1153846153846153,0.3636363636363633,1.1,6.0,0.0590446284929969,0.4873983817688817,1987,2,22,6,0.1122168744846658,0.35414901947980443,0.056891959181912526,0.4913530584018457
1987-05-05 10:40:44.650000+00:00,42.527,46.909,0.4692307692307692,0.0909090909090899,1.1,9.0,0.42472230105336,0.3219731640668887,1987,5,5,10,0.4698674458540295,0.09195063183811462,0.42178894774261294,0.3234185577522232
1987-05-14 22:24:05.080000+00:00,39.915,40.049,0.7107692307692309,0.1818181818181816,1.3,32.0,0.0347101838539476,0.042337304522214,1987,5,14,22,0.7161349067785694,0.1928529544864326,0.033848277248626574,0.04534744864592948
1987-11-05 07:19:17.080000+00:00,40.182,49.817,0.4692307692307692,0.0,0.6,8.0,0.2150513552293703,0.7780450136967771,1987,11,5,7,0.47152121849159967,0.0010531298694109758,0.21347939265284785,0.7773277249945018
